created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 27 23:56:40 +0000 2023;1718054136082735153;"@Naz_lira Ada ini, Mba @Naz_lira ... Jd kita berharap pd kesadaran &amp  kebesaran hati Prabowo ja bhwa cinta tanah air tdk dgn memaksakan diri terus jd Capres &amp  menerima Cawapres yg blm matang. Beliau bnr² seorang negarawan jk segera membatalkan pencapresan dirinya &amp  Gerindra mendukung AMIN. https://t.co/jOl1UNZs8Y";0;4;4;12;in;1365942073912815622;1718042342534554081;mindlipstick;https://twitter.com/mindlipstick/status/1718054136082735153
Fri Oct 27 23:56:34 +0000 2023;1718054109461524516;"@datuakrajoangek @kikysaputrii Tapi kalau Pak Prabowo dirosting kayak gitu marah nga ya?🤭";0;3;0;0;in;1691114776653701120;1718052725785780519;VoxPopuli714101;https://twitter.com/VoxPopuli714101/status/1718054109461524516
Fri Oct 27 23:56:27 +0000 2023;1718054079086403748;"@blantik_pedhet1 @imasrofi Khawatir Prabowo ngamuk2 lagi karena gak bisa maju sama Gibran krn blunder paman MK dgn putusan MKnya yg bermasalah...";0;0;0;1;in;195333272;1717925018813055223;AW_astono;https://twitter.com/AW_astono/status/1718054079086403748
Fri Oct 27 23:56:23 +0000 2023;1718054062757941334;"@tempodotco 16ribu per dollar, gegara gibran pasangan prabowo";0;0;0;0;in;2831858568;1718050338484469886;MasboyK;https://twitter.com/MasboyK/status/1718054062757941334
Fri Oct 27 23:56:11 +0000 2023;1718054013944697160;"@TeddGus @gibran_tweet @prabowo Twit ini disponsori oleh "Kacang GARUDA" dan "Kacang yg lupa Kulitnya" 🤭🤭🤭";0;0;0;0;in;1539836646367326208;1717781825983279566;AjizGame;https://twitter.com/AjizGame/status/1718054013944697160
Fri Oct 27 23:56:10 +0000 2023;1718054009502880087;"@sonny14547643 @StefanAntonio__ @prabowo ya coblos... fotonya Pak GP dan Pak MMD.... klo partai mach terserahhhh😊😊😊";0;0;0;0;in;1364950686400716806;1717927023744893059;YuliaTian4;https://twitter.com/YuliaTian4/status/1718054009502880087
Fri Oct 27 23:55:56 +0000 2023;1718053951692783993;"@farizaryf @gibran_tweet @prabowo Yang keras kan yg gagal meminang Gibran, Gibran Asoy2 saja";0;3;2;3;in;1251824880967774208;1718048468793757983;Heraloebss;https://twitter.com/Heraloebss/status/1718053951692783993
Fri Oct 27 23:55:51 +0000 2023;1718053928317927426;"@NdrewsTjan @jokowi Kenapa pak @jokowi masih menjadi anggota partai @PDI_Perjuangan iya ? Kalo sampai tidak dilakukan impeachment berarti pak jokowi dan ibu megawati sedang menjalankan skenario. Apa bedanya dengan @budimandjatmiko yg dukung Prabowo tapi dipecat dari PDIP? https://t.co/QC4oPjnwMU";0;0;0;0;in;594469868;1717780915848675537;ichsanfauzi6;https://twitter.com/ichsanfauzi6/status/1718053928317927426
Fri Oct 27 23:55:48 +0000 2023;1718053919371481377;"@Kimberley_2024 @tonybulumanu Setiap pemilu kalau ada prabowo pasti aja ada masalah kenapa karna biang masalah";0;0;0;1;in;1476461823465431040;1718042351539781926;Guard31Tony;https://twitter.com/Guard31Tony/status/1718053919371481377
Fri Oct 27 23:55:30 +0000 2023;1718053842401767859;"@D_hermaone84 Para pendukung ganjar skrg lebih parah nyerangnya ke jokowi drpd para pendukung prabowo di 2019";0;0;0;0;in;1565504642628214785;1717885515503116721;AryoKuncoro47;https://twitter.com/AryoKuncoro47/status/1718053842401767859
Fri Oct 27 23:55:10 +0000 2023;1718053757425185003;"@Gerindra Kalo Pak Prabowo &amp  Mas Gibran menang, nazarnya admin apa nih?";0;0;0;0;in;1717540665763237888;1717855926395576423;ansyahqw;https://twitter.com/ansyahqw/status/1718053757425185003
Fri Oct 27 23:55:08 +0000 2023;1718053751402192976;"@Kimberley_2024 Saya sebenarnya kalo Anies kalah trus putaran kedua Prabowo vs Ganjar .. Tadinya mau pilih Prabowo ..  Tapi karna wakil nya Gibran maaf saya lebih memilih golput ..";0;0;0;0;in;1583851306732568578;1717691972797014526;Rakyat_People;https://twitter.com/Rakyat_People/status/1718053751402192976
Fri Oct 27 23:54:43 +0000 2023;1718053643742810335;"besar kemungkinan dulu pasangan Prabowo Sandi yg menang Pemilu...  tapi entahlah...mungkin ada tangan2 kotor dan picik yg merubah hasil pemilu.... suatu saat akan terbuka juga... 😀😀😀";0;0;0;0;in;1098720561553846272;1718053643742810335;HeruCaturP;https://twitter.com/HeruCaturP/status/1718053643742810335
Fri Oct 27 23:54:42 +0000 2023;1718053642576838799;"@Dennysiregar7 Andai Gibran Jadi Cawapres Ganjar, Haqul Yakin Kalian Akan Tetap Solid, Gak terpecah seperti sekarang, mau Langgar konstitusi mau Cara Gila apapun Kalian akan Dukung Habis !!! Semua Karena Prabowo wkwkwkwk...Hayo Jujur Wahai Para Buzzer dan Begundal";0;0;0;0;in;1714137149577277440;1717895030596304982;Maslahat2025;https://twitter.com/Maslahat2025/status/1718053642576838799
Fri Oct 27 23:54:22 +0000 2023;1718053558405484834;"@Dennysiregar7 Magnet Gibran sungguh luar biasa.. Prabowo yang redup menjadi berainar cemerlang berkat sosok Gibran.. Catet omongan saya: pilpres 2024 akan menjadi mimpi buruk bagi pdip krn sdh pasti anjlok suara di parlemen, tdk bisa capai parlemen threshold lagi. Jokowi lbh pengaruh dari pdip";0;0;0;0;in;1221302454383284224;1717750796635275657;chrisnath70;https://twitter.com/chrisnath70/status/1718053558405484834
Fri Oct 27 23:54:14 +0000 2023;1718053521969590749;"@OposisiCerdas Yg fear dong,,,,stlah penetapan calon semua pejabat hrus mundur dr jabatan nya,,,,prabowo,emput,gibrang";0;0;0;0;in;1497521363745079299;1718030421370585348;AldinaSamsudin;https://twitter.com/AldinaSamsudin/status/1718053521969590749
Fri Oct 27 23:54:13 +0000 2023;1718053520195375323;"Gibran Tidak Aman, KPU Akan Persilakan Prabowo Ganti Cawapres   https://t.co/Vw0ekbfNsk  Terlalu riskan buat PS jika masih berpasangan denganya";0;0;0;0;in;1476204200551874565;1718053520195375323;batusangkak;https://twitter.com/batusangkak/status/1718053520195375323
Fri Oct 27 23:54:13 +0000 2023;1718053519901819066;"Klaaupun keputusan MKMK menyatakan adanya pelanggaran etik, sehingga Gibran harus di ganti, tinggal ganti saja, asal tidak mwnggugurkan pencalpnan Prabowo. Mengapa, karena Caleg saja bisa di ganti selama proses perbaikan, asal belum DPT. Kasus penggantian itu sama dengan itu.";0;0;0;0;in;1511952083439996928;1718053519901819066;MukarromahNur78;https://twitter.com/MukarromahNur78/status/1718053519901819066
Fri Oct 27 23:53:57 +0000 2023;1718053450876133819;"@tjitrosoenarjo1 @ganjarpranowo Pendukung prabu santai aja chill. Twitter g sampe 3 persen paling dari pemilih. Mw mereka berbusa2, yg jelas2 mewakili anak muda ada di prabowo gibran. Coba liat kampanye ganjar mahfud, lebih fokus ke menjelekan prabowo gibran jokowi. Mayan kubu kita dibicarakan terus. 🤭🤭🤭";0;0;0;0;in;3269754030;1717930968038936890;rendi078;https://twitter.com/rendi078/status/1718053450876133819
Fri Oct 27 23:53:44 +0000 2023;1718053396513710590;"@airlangga_hrt @prabowo @gibran_tweet Ga ada wibawanya ya Ketum";0;0;0;0;in;1682699985207595008;1717755877200183789;fawzia_be;https://twitter.com/fawzia_be/status/1718053396513710590
Fri Oct 27 23:53:17 +0000 2023;1718053284114846183;"@febridiansyah @AzzamIzzulhaq @susipudjiastuti @aniesbaswedan @prabowo @ganjarpranowo @ismailfahmi @PartaiSocmed Hey..hey ..hati-hati ya sama partai ikan...!!! kalau berani ayo bikin polling partai ikan vs partai melon..😂";0;0;0;0;in;1517330650931826688;1717898776600588798;BoyRembaya;https://twitter.com/BoyRembaya/status/1718053284114846183
Fri Oct 27 23:53:13 +0000 2023;1718053268591632741;"@geloraco Ah kalau PEMUDA anak Presiden ya gampang, persyaratan menyusul, mengikuti kemauan si anak Presiden.   Tenang pak prabowo, saya sdh ada disini karena di belakang saya ada paman di EmKa dan Bapak Presiden.";0;0;0;0;in;1429667798;1717909755669463312;Yuleskempo;https://twitter.com/Yuleskempo/status/1718053268591632741
Fri Oct 27 23:53:09 +0000 2023;1718053251785044415;"@aniesmania @ghozwa29 InsyaAllah AMIN emang bakal menang 1 putaran..secara lawan udah gak punya sama sekali Kekuatan real..ganjar cuma didukung PDIP yg lagi tenggelam.prabowo malah bawa2 luka lama KKN..ini akan jadi kemenangan mudah..";0;0;0;0;in;1603684422393688064;1717016567937151179;nalsya_aldi;https://twitter.com/nalsya_aldi/status/1718053251785044415
Fri Oct 27 23:52:59 +0000 2023;1718053207040295152;"@NichNach8 @prabowo Wkwkwkwkwk.... Yg di jual Cawapres trs soalnya gendong nama bapake, capresnya malah ilang 😁";0;1;0;1;in;2939656405;1717961123666997601;panjianom102;https://twitter.com/panjianom102/status/1718053207040295152
Fri Oct 27 23:52:58 +0000 2023;1718053204418847163;"@lhayesno Blom tentu jg smua it ulah buzzer ganjar,, dlm politik smua bs jd bunglon dan memanfaatkannya ntk kepentingan yg didukungnya,, jgn2 yg nyerang kiki jg para buzzer prabowo n anis hny mmmanfaatkan keadaan";0;0;0;0;in;124728307;1717886503819657469;viroezkoe;https://twitter.com/viroezkoe/status/1718053204418847163
Fri Oct 27 23:52:48 +0000 2023;1718053161552986216;"daripada sengketanya nanti pasca pilpres, sebaiknya sekarang saja sengketanya ke MK, pasangan prabowo gibran krn cawe2 paman MK dan jokowi..";0;0;0;0;in;2831858568;1718053161552986216;MasboyK;https://twitter.com/MasboyK/status/1718053161552986216
Fri Oct 27 23:52:16 +0000 2023;1718053026391601655;"Perpanjangan Jabatan dan... Gibran  Isu perpanjangan jabatan Presiden kembali jadi perbincangan.   Kembali rame setelah Adian (tim PDIP-Ganjar) mengangkat soal ini saat membahas hubungan Jokowi dengan PDIP terkait majunya Gibran (anak Presiden) sebagai cawapres Prabowo.   PDIP,… https://t.co/zY40kjdkRt";4;14;42;123;in;33456112;1718053026391601655;muchlis_ar;https://twitter.com/muchlis_ar/status/1718053026391601655
Fri Oct 27 23:52:12 +0000 2023;1718053009828335814;"@kikysaputrii Sentimen politik. Klo ga salah dukung prabowo deh .....ga fair";0;0;0;0;in;125982216;1716830378080747958;sugiugiek;https://twitter.com/sugiugiek/status/1718053009828335814
Fri Oct 27 23:52:08 +0000 2023;1718052994858844286;""Selamat Hari Sumpah Pemuda ke-95. Generasi penerus sebagai harapan bangsa, harus kreatif dan inovatif, serta senantiasa memiliki semangat nasionalisme cinta Tanah Air untuk mewujudkan Indonesia  makmur".  #Prabowo  #HariSumpahPemuda2023 #Kemhan #KemhanRI";0;1;2;6;in;714719021816541184;1718052990601552133;Kemhan_RI;https://twitter.com/Kemhan_RI/status/1718052994858844286
Fri Oct 27 23:52:07 +0000 2023;1718052990601552133;"Memperingati Hari Sumpah Pemuda 28 Oktober, sebagai tonggak awal kebangkitan Bangsa Indonesia, dimana pemuda menjadi aktor utamanya, Menteri Pertahanan Prabowo Subianto @prabowo menyampaikan ucapan sekaligus pesan. https://t.co/yQGPVeI3p8";1;3;18;95;in;714719021816541184;1718052990601552133;Kemhan_RI;https://twitter.com/Kemhan_RI/status/1718052990601552133
Fri Oct 27 23:51:52 +0000 2023;1718052928802746702;"Mau : Pilih Ganjar, ga suka sama PDIP Pilih Prabowo, ga suka wakilnya Pilih Anies, ga suka PKS sama Amin Rais.  Ternyata pilpres 2024 ga seru, ampas semua!";0;0;0;0;in;105204184;1718052928802746702;obig_lucifer;https://twitter.com/obig_lucifer/status/1718052928802746702
Fri Oct 27 23:51:38 +0000 2023;1718052870053064802;""Tenang saja Pak Prabowo, kalau kita kalah kita gugat, paman saya sudah ada di sana" 😁 | PORTAL ISLAM https://t.co/WD9uEvOAhE  kayak ngerayu bayi biar gak nangis.";0;0;0;0;in;1688534475108732930;1718052870053064802;IsnainyU;https://twitter.com/IsnainyU/status/1718052870053064802
Fri Oct 27 23:51:33 +0000 2023;1718052846640452045;"MENGAGUMKAN! INILAH TANGGAL LAHIR, PRESTASI DAN PARTAI PENDUKUNG PRABOWO GIBRAN RAKABUMING RAKA DI PEMILU 2024 - Klik Pendidikan - Klik Pendidikan https://t.co/Hue34esDGe #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat";0;0;10;0;in;4580053393;1718052846640452045;KasimS3654;https://twitter.com/KasimS3654/status/1718052846640452045
Fri Oct 27 23:51:28 +0000 2023;1718052828059746623;"Politik identitas Anies adalah fakta maka saya cari yang nasionalis yaitu Prabowo.";0;0;1;0;in;1298653573224382464;1718052828059746623;digitalnetizen;https://twitter.com/digitalnetizen/status/1718052828059746623
Fri Oct 27 23:51:22 +0000 2023;1718052803896393752;"Ribut antar pendukung Prabowo sama pendukung anies 😂😂  Ini ga ada yg dukung Ganjar apa ya dikeluarga gw 🥲🥲";0;0;0;0;in;2243681088;1718052574581108875;Kutang_Hitam;https://twitter.com/Kutang_Hitam/status/1718052803896393752
Fri Oct 27 23:51:19 +0000 2023;1718052791263047803;"@VIVAcoid Mosok sih?";0;0;0;0;in;1604229382536859649;1718032722869055777;BudhiPrabowo7;https://twitter.com/BudhiPrabowo7/status/1718052791263047803
Fri Oct 27 23:51:11 +0000 2023;1718052756370632907;"@KompasTV Basis Amin: sbagian nahdliyin (sbagian pkb), pks, ex hti, ex 212, bbrpa konstituen dr pendkng koalisi KIM  Basis ganjar: pdip full, sbgian nahdliyin, gusdurian, sbgian projo  Prabowo: gerindra, sbgian projo, sbagian partai koalisi, bbrpa wrga nahdliyin..buth krja keras koalisi";0;0;0;0;in;116676352;1717807739974651999;Amutoh4r;https://twitter.com/Amutoh4r/status/1718052756370632907
Fri Oct 27 23:51:09 +0000 2023;1718052748879602115;"@Gi_Grey @Heraloebss @gibran_tweet @prabowo Seolah di kampus dosen, dan mahasiswa goblok semua, seolah tdk ada akal sehat dan nurani, ya tetap di tolak lah";0;0;0;1;in;738212584990511104;1718048468793757983;eLshalem;https://twitter.com/eLshalem/status/1718052748879602115
Fri Oct 27 23:51:00 +0000 2023;1718052709792977118;"random banget masa mimpi sekelompok dikelas sm pak prabowo 😭🤌🏽";0;1;0;0;in;1670430794492555264;1718052709792977118;xolovelymae;https://twitter.com/xolovelymae/status/1718052709792977118
Fri Oct 27 23:50:31 +0000 2023;1718052585888960868;"@Paramitha234 @ganjarpranowo @mohmahfudmd Wkwkwkwk.... Kasihan ganjar bokeper ditinggal gibran dan jokowi yg malah dukung prabowo...";0;0;0;0;in;1635057012567576578;1717789756862713981;Schlossthe6;https://twitter.com/Schlossthe6/status/1718052585888960868
Fri Oct 27 23:50:29 +0000 2023;1718052579891130559;"@Heraloebss @gibran_tweet @prabowo cawapres jalur rubah undang undang jangan sok keras 🤣";0;2;2;8;in;2480056782;1718048468793757983;farizaryf;https://twitter.com/farizaryf/status/1718052579891130559
Fri Oct 27 23:50:15 +0000 2023;1718052522542411806;"@NichNach8 Petantang petentengnya sih meyakinkan itu @JimlyAs  Padahal beliau kan pendukung Prabowo, mana berani ?! 😅😂";0;1;0;1;in;1492283190966636545;1717977720435650867;Aryabiput1;https://twitter.com/Aryabiput1/status/1718052522542411806
Fri Oct 27 23:50:02 +0000 2023;1718052465118232929;"@blantik_pedhet1 sebutan apa yg pernah kamu ingat yg berikan pendukung PRABOWO ke jkw? JOKODOK, Dll deh kamu ingat2 aja kalau otak mu masih inget, kalau ga inget, kyknya taek lu da ngalir keotak kale, jalan2 kemall minum tuh sanitaekzer biar taek yg diotak cair kembali keperut mu😂😂😂";0;0;0;1;in;1399699505872740356;1717925018813055223;BigbossJP24;https://twitter.com/BigbossJP24/status/1718052465118232929
Fri Oct 27 23:49:53 +0000 2023;1718052427616940117;"@Kenikir27 @goenarzo @AdianNapitupul1 @prabowo Kondisi sekarang untuk membedil pak @prabowo masih ok banget 😁😁";0;0;1;2;in;1444206305057538052;1717901895959024073;AuntyNovi1978;https://twitter.com/AuntyNovi1978/status/1718052427616940117
Fri Oct 27 23:49:44 +0000 2023;1718052390618980821;"Capek banget ngeliat kenkulus oengen jadi wapres prabowo, setelah cipung menolak menjadi wapre  Terus ken pernah main sepeda sama opung wowo huhu";0;0;0;1;in;1326286881135366144;1718052390618980821;aaaaaaaannggggg;https://twitter.com/aaaaaaaannggggg/status/1718052390618980821
Fri Oct 27 23:49:37 +0000 2023;1718052359606276367;"@Heraloebss @gibran_tweet @prabowo Terlihat memang, pas pengumuman muka ketua Parpol sangat bahagia dan lepas. 😂";0;1;0;0;in;1513656242312384517;1718048468793757983;BOLATIME1;https://twitter.com/BOLATIME1/status/1718052359606276367
Fri Oct 27 23:49:09 +0000 2023;1718052244564922821;"@Arie_Kriting Yg gw heran nih 3 capres mana ngelawak semua 🤣  1. ganjar PDIP baperan narsis 🚩, tapi ada mahfud 2. Prabowo tapi bawa2 keluarga presiden 😂 big no.. 🚩 3. Anies tapi cawapresnya aduh gak suka juga 🤣🚩  Dari paling lawak emang si tengah sih.. 😂 bener lu";0;0;0;0;in;1512027737367535619;1717911777428828383;THardinats;https://twitter.com/THardinats/status/1718052244564922821
Fri Oct 27 23:48:45 +0000 2023;1718052143620599882;"@AzzamIzzulhaq @aniesbaswedan @cakimiNOW @susipudjiastuti @prabowo Ustadz kurang update nampaknya😄  Terlalu terkesima dgn cina sih 🤣";0;0;0;3;in;1376578965687521281;1717867229822505348;GorenganPisang6;https://twitter.com/GorenganPisang6/status/1718052143620599882
Fri Oct 27 23:48:35 +0000 2023;1718052102549930489;"@PDI_Perjuangan @PDI_Perjuangan percaya syukur gk prcaya jga gk apa apa putaran kedua anies lwn prabowo bkn ganjar krna buzer buzer kalian menyerang pk jokowi trus trsn dgn hdir yeni wahid di kubu ganjar tdk berpengaruh apa apa";0;0;0;0;in;1705434207785541632;1717880100635672709;DrAdiguna23607;https://twitter.com/DrAdiguna23607/status/1718052102549930489
Fri Oct 27 23:48:33 +0000 2023;1718052094702473393;"@Dennysiregar7 @JimlyAs Menteri koalisi prabowo";0;0;0;0;in;955894850;1717918556887937403;choivanka;https://twitter.com/choivanka/status/1718052094702473393
Fri Oct 27 23:48:29 +0000 2023;1718052077623279754;"@savicali Gak juga sih mas, politik itu cair, buktinya suaminya Mbak Yenny dukung Prabowo kok. Haha";0;0;0;0;in;4600076472;1717812848431378680;Aprinewnormal;https://twitter.com/Aprinewnormal/status/1718052077623279754
Fri Oct 27 23:48:17 +0000 2023;1718052026142310807;"@kurawa Dasar goblok ! Prabowo itu ketum partai dan udah uzur, kok king mackernya Jokowi... 🤣🤣🤣🤣🤣 https://t.co/Tg1txkjKSq";0;1;0;4;in;1629786994091110401;1717899991145124259;DuduAku16;https://twitter.com/DuduAku16/status/1718052026142310807
Fri Oct 27 23:48:10 +0000 2023;1718051998204096895;""Prabowo said"Boleh Prabowo dikhianati,yang Penting Jangan Prabowo yang berkhianat.  #Prabowo https://t.co/vSXrkdg56v";0;4;1;4;in;886878090768424960;1718051998204096895;yosephrosario_;https://twitter.com/yosephrosario_/status/1718051998204096895
Fri Oct 27 23:47:55 +0000 2023;1718051934173827276;"@sangamei @yugatake @kumparan Emang rekam jejak lainnya lebih baik.   Misal Prabowo dengan rekam jejak pelanggaran HAM nya, rekam jejak menjelek-jelekkan Jokowi ya.  Ganjar rekam jejak kasus korupsi e-KTP, penanganan warga wadasn Kendeng. Gmn?  Gibran rekam jejak nepotisme nya.";0;0;0;0;in;736527510624571392;1718031216363163727;aprianto_erry;https://twitter.com/aprianto_erry/status/1718051934173827276
Fri Oct 27 23:47:53 +0000 2023;1718051926674424258;"@TaliUdeng Bagi ortu yang tiap hari beli susu kotak buat anak, program pak prabowo ini menggiurkan... https://t.co/OyFregGnT3";0;0;0;0;in;1528618615;1717957872309735520;yogya_serviceAC;https://twitter.com/yogya_serviceAC/status/1718051926674424258
Fri Oct 27 23:47:33 +0000 2023;1718051841655841064;"@txtdrpemerintah Kukira dia temen Prabowo ternyata pembenci jokowi";0;1;0;3;in;854811630110097408;1718043130447249677;Pramudya777;https://twitter.com/Pramudya777/status/1718051841655841064
Fri Oct 27 23:47:20 +0000 2023;1718051787973042285;"@tvOneNews Perasaan dah pindah sejak prabowo jadi mentri wkwk";0;0;0;5;in;1097354695742386177;1717850533380411590;rizal456987;https://twitter.com/rizal456987/status/1718051787973042285
Fri Oct 27 23:46:37 +0000 2023;1718051607768682563;"@Heraloebss @gibran_tweet @prabowo Jelas beda dong mis tpi coba pendukung ganjar skrg suruh demo pecat gibran dari PDI-P seperti dulu mereka demo nyerang PDI-P sama puan yg ngga punya prestasi dan sampe ada tagar tenggelamkan PDI-P klu sampe puan yg di capreskan PDI-P bukan ganjar.tpi skrg mlh di jilat";0;0;0;1;in;1004873472626122752;1718048468793757983;c1mplung_82;https://twitter.com/c1mplung_82/status/1718051607768682563
Fri Oct 27 23:46:28 +0000 2023;1718051568120168693;"Ketiganya siap bertarung..  Anies-Cak Imin, Ganjar-Mahfud, Prabowo-Gibran Lolos Tes Kesehatan Pilpres https://t.co/KSLA9p6W7M";1;1;2;8;in;2412572689;1718051568120168693;is_pelssy;https://twitter.com/is_pelssy/status/1718051568120168693
Fri Oct 27 23:46:23 +0000 2023;1718051549057089542;"@AndreasSolusi ga usah tunggu ganjar kalah sebagian suara PDIP sudah pronke KIM @prabowo  @gibran_tweet  #2024PrabowoGibran";0;0;0;1;in;278461022;1717911773612032262;askencana;https://twitter.com/askencana/status/1718051549057089542
Fri Oct 27 23:46:03 +0000 2023;1718051464994758883;"@dawiguna @Paltiwest Wkwk. Goblok. Saat itu Dia kan tugasnya roasting. Siapapun yg dateng bakal diroasting. Anies aja gk baper, masa ganjar mao nanges.  Prabowo pun bisa di roasting.";0;1;0;1;in;1343045333597659138;1717783485153476958;hattoricoin;https://twitter.com/hattoricoin/status/1718051464994758883
