created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 27 23:58:44 +0000 2023;1718054654951747731;"@kikysaputrii mbak kiki kubu ganjar wez yo mbak.. wes tak omongno 🙃";0;0;0;0;in;120708225;1717787429204349143;fitraok09;https://twitter.com/fitraok09/status/1718054654951747731
Fri Oct 27 23:58:43 +0000 2023;1718054651629830390;"@blantik_pedhet1 EGP loe milih siapa.. mending pilih Ganjar - mahfud yg sdh jelas kompetensi nya dan tdk punya masa lalu kelam drpd milih bocil karbitan paman. Gile loe mau percayakan indonesia sebesar ini pd bocil dan mantan pecatan....!!!";0;0;0;1;in;1120259852754755584;1717925018813055223;HalimRudianto;https://twitter.com/HalimRudianto/status/1718054651629830390
Fri Oct 27 23:58:37 +0000 2023;1718054626812113217;"@tvOneNews Ganjar Mahfud 👍🇮🇩";0;0;0;0;in;1502620975283666945;1717874226403950884;WaringinPermai;https://twitter.com/WaringinPermai/status/1718054626812113217
Fri Oct 27 23:58:36 +0000 2023;1718054621435113606;"@Dennysiregar7 Sabar bang denny..insyallah pdip tetap solid... kalbar pasti menang pdip.. km seganap pengurus tegak lurus memengkan ganjar&amp mahmud..MERDEKA";0;0;0;0;in;1266678806330306562;1717750796635275657;AgusMuliyadi9;https://twitter.com/AgusMuliyadi9/status/1718054621435113606
Fri Oct 27 23:58:33 +0000 2023;1718054607803519358;"Selamat Ulang Tahun ke 55 Pak Ganjar Pranowo, semoga sehat, panjang umur dan selalu dlm lindungan Tuhan, "Kebenaran pasti Berjaya" 💪💪💪 https://t.co/r7bcvWfe75";0;0;0;1;in;1097991295;1718054607803519358;KomangAgustria;https://twitter.com/KomangAgustria/status/1718054607803519358
Fri Oct 27 23:58:29 +0000 2023;1718054594696380804;"@willsarana Dari ketiga capres, anak tk jg tau kalo ganjar yg plg qualified utk menjadi pemimpin bangsa ini, trek record sdh teruji dan perform, apalagi ditambah prof mahfud. Trus kenapa kalian malah ke prabowo? Apakah kalian lbh bodoh dari anak tk? Ato ada faktor yg amis2?";0;0;0;0;in;153340589;1717776972791898365;hermantwitt;https://twitter.com/hermantwitt/status/1718054594696380804
Fri Oct 27 23:58:27 +0000 2023;1718054583195643967;"@Nikmatul_Sg Pak Ganjar berhasill turunkan kemiskinann jateng Pemimpin Masa Depan Yenny Wahid";0;0;0;0;in;1697801474556960768;1717830743995695615;Tevyulanii;https://twitter.com/Tevyulanii/status/1718054583195643967
Fri Oct 27 23:58:25 +0000 2023;1718054577864667313;"@kiki_daliyo dukungan mbak Yenny Wahid sangat berarti untuk kemenangan pasangan ganjar mahfud";0;0;0;0;in;1599373298915504129;1717826240336572680;AyuniKolah;https://twitter.com/AyuniKolah/status/1718054577864667313
Fri Oct 27 23:58:15 +0000 2023;1718054533144973818;"@Dennysiregar7 Jujur saja, tanpa Gibran saya emoh pilih Prabowo.. Gibran yg membuat saya beralih dari Ganjar ke Prabowo. Narasi2 densi yg mendiskreditkan Gibran cuma terdengar seperti bunyi kentut bau taik onta bahlul..gak ngaruh blaaasss..";0;0;0;0;in;1221302454383284224;1717750796635275657;chrisnath70;https://twitter.com/chrisnath70/status/1718054533144973818
Fri Oct 27 23:58:11 +0000 2023;1718054517818950062;"@Nikmatul_Sg Pak Ganjar Pemimpin Masa Depan yang akan membawa negara lebihhh maju lagii Yenny Wahid";0;0;0;0;in;1697803545557504000;1717830743995695615;Queenarache;https://twitter.com/Queenarache/status/1718054517818950062
Fri Oct 27 23:58:10 +0000 2023;1718054514396389768;"@Prihati_utami Thank you bu Yenny Wahid  sudah mau mendukung pak ganjar - mahfud https://t.co/So7wezPFE2";0;0;0;0;in;1505704619217137665;1717821169020342313;teyfina21;https://twitter.com/teyfina21/status/1718054514396389768
Fri Oct 27 23:57:59 +0000 2023;1718054468623929565;"@Melihat_Indo @ganjarpranowo @mohmahfudmd Alhamdulillah dukungan mbak Yenny Wahid untuk pak Ganjar";0;0;0;0;in;1704575509865115648;1717826893150560583;Yeyenwina12;https://twitter.com/Yeyenwina12/status/1718054468623929565
Fri Oct 27 23:57:52 +0000 2023;1718054435669303636;"@kikysaputrii Pas di suruh roasting pak ganjar, wahh senang minta ampun, kesempatan ni gue nyerang, rekening jadi gendut apalagi disokong sm si paling santui. Buzzer teriak buzzer. Awas nnti ditinggal suami. Nangis darah lu.";0;0;0;0;in;1612414557968011269;1717796048259932644;HarryPurba21;https://twitter.com/HarryPurba21/status/1718054435669303636
Fri Oct 27 23:57:42 +0000 2023;1718054396993650922;"@SoeTjenMarching @kadejehkalaok_ @AllanNairn14 boleh share masa lalu pak Ganjar dan pak Anies juga dong ce,";0;1;0;0;in;331687559;1717884246122024966;HobasMatius;https://twitter.com/HobasMatius/status/1718054396993650922
Fri Oct 27 23:57:40 +0000 2023;1718054386528899380;"@PandamPamungkas @yennywahid @GUSDURians Pilihan yang tepat untuk pilih pak ganjar";0;0;0;0;in;1708116245802049537;1717807819741950168;ritawat567;https://twitter.com/ritawat567/status/1718054386528899380
Fri Oct 27 23:57:20 +0000 2023;1718054301543854201;"@Melihat_Indo @ganjarpranowo @mohmahfudmd Semangat trss nggih Pak Ganjar Pemimpin Masa Depan yang selalu dituntut multi talent dan serba bisa. Terimakasih telah menjadi bapak yang perhatian dan penuh peduli kepada masyarakat. Yenny Wahid";0;0;0;0;in;1697804031681581056;1717826893150560583;qeriaqabila;https://twitter.com/qeriaqabila/status/1718054301543854201
Fri Oct 27 23:56:55 +0000 2023;1718054198699532498;"@mihrabku Ganjar calon petugas partai Anies ga jauh beda om";0;0;0;0;in;1353625164;1717796560648728591;ennodumin;https://twitter.com/ennodumin/status/1718054198699532498
Fri Oct 27 23:56:48 +0000 2023;1718054170409021445;"@IrfanSofani PDIP gk salah ko. Smua partai mmg ingin berkuasa. Salahny adalah gap survey antara ganjar n prabowo tdk jauh beda. Selisih sdikit yg bisa dipush dgn kmpamye nnti. Klo beda bget, sy yakin akn ada titik temu mereka utk mmutuskn mna capres n cawapres.";0;0;0;0;in;870591472306864129;1717812786519306425;tjahjo1008;https://twitter.com/tjahjo1008/status/1718054170409021445
Fri Oct 27 23:56:37 +0000 2023;1718054123202023911;"@datuakrajoangek @kikysaputrii Untung mbk yenni gak  milih yg lain ya.. Selamatlah beliau dr kejamnya pendukung p. Ganjar😀";0;0;0;0;in;1095821805158199297;1718052725785780519;Hendar35874047;https://twitter.com/Hendar35874047/status/1718054123202023911
Fri Oct 27 23:39:38 +0000 2023;1718049850913390732;"@kiki_daliyo Saya dukung teruss pak ganjar Terima kasih Yenny Wahid https://t.co/jvuAE3iUX2";0;0;0;0;in;1688436866343940096;1717826240336572680;Yikomuta10;https://twitter.com/Yikomuta10/status/1718049850913390732
Fri Oct 27 23:39:21 +0000 2023;1718049778419019965;"@Nikmatul_Sg lanjutkan Bu Yenny Wahid dalam mendukung Ganjar";0;0;0;0;in;1635354679403073536;1717830743995695615;DayanaC18192368;https://twitter.com/DayanaC18192368/status/1718049778419019965
Fri Oct 27 23:39:19 +0000 2023;1718049768369533425;"@ganjarpranowo Setuju pak. Sesuatu yang besar dan berhasil butuh proses. Nikmati prosesnya.... Ganjar Mahfud menang. Aamiin";0;0;2;2;in;1618958170017390593;1717821233495175403;_DiajengSari;https://twitter.com/_DiajengSari/status/1718049768369533425
Fri Oct 27 23:39:12 +0000 2023;1718049739311362057;"@ganjarpranowo Salut nih sama pak Ganjar dimana aja gampang nyaman karna beliau sederhana";0;0;0;0;in;1618127363648421888;1717908703717040536;ickyky_;https://twitter.com/ickyky_/status/1718049739311362057
Fri Oct 27 23:39:11 +0000 2023;1718049737595883978;"@ganjarpranowo Beliau begituu merakyatt dan dicintai oleh rakyat salut bgt Pak Ganjar";0;0;0;0;in;1599826752057925632;1717821233495175403;Mangeakcuyy;https://twitter.com/Mangeakcuyy/status/1718049737595883978
Fri Oct 27 23:39:11 +0000 2023;1718049735301550431;"@Prihati_utami Bersama mbak Yenny Wahid kita berjuang bersama untuk Ganjar - Mahfud https://t.co/hGtVvaon4o";0;0;0;0;in;1688436866343940096;1717821169020342313;Yikomuta10;https://twitter.com/Yikomuta10/status/1718049735301550431
Fri Oct 27 23:39:06 +0000 2023;1718049713906503810;"Yenny Wahid beserta barisannya adalah Booster bagi Ganjar-Mahfud. . G A S P O O O L . . .‼️ . https://t.co/DV9bNF3eVp";3;13;78;395;in;219548433;1718049713906503810;hansssolo;https://twitter.com/hansssolo/status/1718049713906503810
Fri Oct 27 23:39:01 +0000 2023;1718049695451480181;"@ganjarpranowo Pak Ganjar beliau adlhh sosok sederhana yngg banyak menginspirasi para anak muda";0;0;0;0;in;1702984671410483200;1717821233495175403;rachelivarah;https://twitter.com/rachelivarah/status/1718049695451480181
Fri Oct 27 23:39:00 +0000 2023;1718049689239756975;"@Nikmatul_Sg Yenny Wahid aja dukung Ganjar masa kita engga";0;0;0;0;in;1635040967043448834;1717830743995695615;ArletteRoper;https://twitter.com/ArletteRoper/status/1718049689239756975
Fri Oct 27 23:38:54 +0000 2023;1718049664778514466;"@kumparan Gaspoll Terus dukung pak Ganjar -Mahfud";0;0;0;0;in;1704094691640389632;1717900023093191165;swhuh147410;https://twitter.com/swhuh147410/status/1718049664778514466
Fri Oct 27 23:38:49 +0000 2023;1718049642859155463;"@SINDOnews mashaallah sehat² bumill, sukses selalu pak ganjar pranowo ❤️❤️❤️❤️";0;0;0;0;in;1409305827442237441;1717702651725459932;MutiaParamita3;https://twitter.com/MutiaParamita3/status/1718049642859155463
Fri Oct 27 23:38:42 +0000 2023;1718049612311953505;"@ismailfahmi @ganjarpranowo @prabowo gw selaku jokowi fans dan saat ini lg gamang antara ganjar atw gibran, diakui vm anis lbh edan..tp gw bingung anj";0;0;0;0;in;1603686046708903937;1717858407926169667;LeuncaBohay;https://twitter.com/LeuncaBohay/status/1718049612311953505
Fri Oct 27 23:38:41 +0000 2023;1718049608193208495;"@ganjarpranowo siap kawal pokoknya pak.. insyaallah makin byk yg support Ganjar Mahfud";0;0;0;0;in;852168198623547392;1717868311793614858;lyemuayw2095;https://twitter.com/lyemuayw2095/status/1718049608193208495
Fri Oct 27 23:38:40 +0000 2023;1718049604393173196;"@KataNadiaaa Makasih bu Yenny Wahid sudah mendukung pak Ganjar - Mahfud";0;0;0;0;in;1451197461691699207;1717818541909639368;istmeeta;https://twitter.com/istmeeta/status/1718049604393173196
Fri Oct 27 23:38:20 +0000 2023;1718049520423248029;"@blantik_pedhet1 Sing seneng jokowi milio gibran  , sing seneng mega milio ganjar rausa kakean padon";0;0;0;0;in;1564260344079728641;1717925018813055223;riskiad44967880;https://twitter.com/riskiad44967880/status/1718049520423248029
Fri Oct 27 23:38:18 +0000 2023;1718049514987381157;"@ganjarpranowo pokoknya the best bnget deh salut sama bapak Pak Ganjar";0;0;0;0;in;1599831986918785025;1717908703717040536;Freyarebbe;https://twitter.com/Freyarebbe/status/1718049514987381157
Fri Oct 27 23:38:10 +0000 2023;1718049480824741979;"@ganjarpranowo Pak ganjar memang yang terbaik deh,,, merakyat banget";0;0;0;0;in;1684869519091929089;1717908703717040536;dono6020;https://twitter.com/dono6020/status/1718049480824741979
Fri Oct 27 23:38:09 +0000 2023;1718049474340323430;"@Dennysiregar7 aku yakin bg itu partai kok beok ya mau ditekan2 kan ada pilihan ke anis atau ganjar, hadeuh lemahhhhhh";0;0;0;0;in;1365940020050153477;1717589837203873904;Ananto06886890;https://twitter.com/Ananto06886890/status/1718049474340323430
Fri Oct 27 23:56:34 +0000 2023;1718054112267555183;"@wahidfoundation Keputusan Mbak Yenny mendukung Ganjar - Mahfud MD sudah membesarkan hati saya...terima kasih, salam untuk keluarga @GUSDURian ...";0;0;1;8;in;1153470941218795520;1717854036643475784;Sunyoto70710678;https://twitter.com/Sunyoto70710678/status/1718054112267555183
